name,HIP_name,Simbad_resolvable_name,filenames,SNR,iodine_flag,failure_code,failure_message,iso_fail_flag,warnings,Teff_bounds_flag,R_bounds_flag,Teff,u_Teff,Teff_detrended,u_Teff_detrended,iso_Teff,iso_up_Teff,iso_um_Teff,radius,u_radius,radius_detrended,u_radius_detrended,iso_radius,iso_up_radius,iso_um_radius,feh,u_feh,feh_detrended,u_feh_detrended,iso_feh,iso_up_feh,iso_um_feh,logg,u_logg,logg_detrended,u_logg_detrended,iso_logg,iso_up_logg,iso_um_logg,mass,u_mass,mass_detrended,u_mass_detrended,iso_mass,iso_up_mass,iso_um_mass,age,u_age,age_detrended,u_age_detrended,iso_age,iso_up_age,iso_um_age,best_mean_chi_squared,timestamp
HIP4849,HIP4849,HIP4849,"['rbqm.126.fits', 'rbqm.125.fits', 'rbqm.124.fits']",125.70058651880616,0,0,No failure,False,[],0,0,4691.279,125.8,4700.237,125.8,4770.745,96.649,96.17,0.753,0.07,0.753,0.07,0.68,0.023,0.021,-0.08,0.09,-0.081,0.09,-0.166,0.082,0.08,4.553,0.09,4.553,0.09,4.627,0.019,0.026,0.755,0.6,0.755,0.6,0.716,0.028,0.028,9.96,0.23,9.956,0.23,3.676,5.669,2.721,3.75,04Nov2021-22:15:55
HIP4856,HIP4856,HIP4856,"['rbhu.212.fits', 'rbhu.213.fits', 'rbhu.214.fits']",49.84369336546548,0,0,No failure,False,[],0,3,3420.618,71.5,3429.577,71.5,3628.066,39.826,37.846,0.412,0.07,0.412,0.07,0.455,0.01,0.01,0.01,0.09,-0.007,0.09,0.162,0.066,0.061,4.839,0.09,4.839,0.09,4.768,0.009,0.009,0.415,0.6,0.415,0.6,0.445,0.01,0.01,9.64,0.23,9.642,0.23,12.647,5.008,6.809,10.73,04Nov2021-22:31:16
HIP4872,HIP4872,HIP4872,"['rbhu.200.fits', 'rbhu.201.fits', 'rbhu.199.fits']",77.38102637072927,0,0,No failure,False,[],0,0,3645.48,71.5,3654.439,71.5,3770.619,43.38,43.459,0.536,0.07,0.536,0.07,0.527,0.012,0.012,0.109,0.09,0.075,0.09,0.172,0.068,0.075,4.725,0.09,4.725,0.09,4.708,0.011,0.011,0.54,0.6,0.54,0.6,0.519,0.012,0.012,9.8,0.23,9.804,0.23,12.232,5.284,6.966,4.98,04Nov2021-22:45:58
HIP48833,HIP48833,HIP48833,"['rbff.194.fits', 'rbff.195.fits', 'rbff.196.fits']",290.96671946450766,0,0,No failure,False,[],0,0,6185.57,125.8,6194.529,125.8,6276.552,111.877,126.113,1.657,0.34,1.49,0.34,2.03,0.063,0.056,-0.14,0.09,-0.13,0.09,-0.071,0.075,0.097,4.086,0.09,4.086,0.09,3.946,0.03,0.044,1.207,0.6,1.207,0.6,1.349,0.054,0.106,9.58,0.23,9.579,0.23,2.702,1.04,0.378,1.61,04Nov2021-23:01:28
HIP4907,HIP4907,HIP4907,"['rbhu.209.fits', 'rbhu.210.fits', 'rbhu.211.fits']",166.43864561425104,0,0,No failure,False,[],0,0,5319.456,125.8,5328.415,125.8,5381.924,95.452,90.873,0.929,0.07,0.929,0.07,0.826,0.015,0.014,-0.072,0.09,-0.074,0.09,-0.096,0.084,0.086,4.452,0.09,4.452,0.09,4.536,0.024,0.029,0.856,0.6,0.856,0.6,0.859,0.034,0.038,9.89,0.23,9.888,0.23,4.54,3.896,2.807,1.79,04Nov2021-23:16:43
HIP49081,HIP49081,HIP49081,['raoy.202.fits'],176.77727810634346,0,0,No failure,False,[],0,0,5673.02,125.8,5681.978,125.8,5662.342,117.465,114.408,1.291,0.34,1.24,0.34,1.199,0.037,0.036,0.175,0.09,0.129,0.09,0.111,0.1,0.077,4.223,0.09,4.223,0.09,4.277,0.036,0.037,1.024,0.6,1.024,0.6,1.002,0.054,0.053,9.93,0.23,9.929,0.23,8.531,2.806,2.5,1.5,04Nov2021-23:30:40
HIP49127,HIP49127,HIP49127,"['rawn.187.fits', 'rawn.186.fits', 'rawn.188.fits']",29.833652629599896,0,0,No failure,False,[],0,0,4872.565,125.8,4881.523,125.8,4947.763,100.628,97.345,0.995,0.07,0.995,0.07,0.777,0.032,0.029,0.056,0.09,0.031,0.09,0.012,0.087,0.089,4.42,0.09,4.42,0.09,4.549,0.036,0.039,0.814,0.6,0.814,0.6,0.788,0.035,0.035,9.89,0.23,9.886,0.23,8.643,6.309,5.505,26.74,04Nov2021-23:44:52
HIP49669,HIP49669,HIP49669,['ranr.262.fits'],215.6828998350356,0,0,No failure,True,['Failed to find Gaia name in Simbad; cannot run isochrone analysis.'],0,0,6685.715,125.8,6694.673,125.8,0.0,0.0,0.0,1.712,0.34,1.524,0.34,0.0,0.0,0.0,-0.209,0.09,-0.188,0.09,0.0,0.0,0.0,4.1,0.09,4.1,0.09,0.0,0.0,0.0,1.34,0.6,1.34,0.6,0.0,0.0,0.0,9.39,0.23,9.392,0.23,0.0,0.0,0.0,6.52,04Nov2021-23:59:30
HIP50372,HIP50372,HIP50372,"['rbel.242.fits', 'rbel.243.fits', 'rbel.241.fits']",277.8735503082967,0,0,No failure,False,[],1,0,6673.236,125.8,6682.195,125.8,6702.125,120.506,116.509,1.736,0.34,1.539,0.34,2.081,0.214,0.193,-0.197,0.09,-0.178,0.09,-0.152,0.068,0.095,4.092,0.09,4.092,0.09,3.948,0.069,0.065,1.349,0.6,1.349,0.6,1.446,0.087,0.08,9.39,0.23,9.389,0.23,1.849,0.328,0.256,9.56,05Nov2021-00:15:42
HIP50384,HIP50384,HIP50384,"['ravx.212.fits', 'ravx.213.fits', 'ravx.214.fits']",282.55651916640943,0,0,No failure,False,[],0,0,6022.447,125.8,6031.406,125.8,6019.145,117.631,117.187,1.416,0.34,1.33,0.34,1.271,0.034,0.034,-0.369,0.09,-0.319,0.09,-0.322,0.073,0.087,4.178,0.09,4.178,0.09,4.212,0.036,0.035,1.005,0.6,1.005,0.6,0.966,0.055,0.051,9.71,0.23,9.71,0.23,7.743,2.101,1.936,1.35,05Nov2021-00:32:18
HIP50485,HIP50485,HIP50485,"['ravy.235.fits', 'ravy.236.fits', 'ravy.237.fits']",260.2084313283776,0,0,No failure,False,[],0,0,4996.823,125.8,5005.782,125.8,5053.345,106.502,90.182,3.037,0.34,3.037,0.34,2.398,0.049,0.044,0.197,0.09,0.147,0.09,0.127,0.095,0.108,3.591,0.09,3.591,0.09,3.75,0.026,0.031,1.12,0.6,1.12,0.6,1.184,0.064,0.077,9.9,0.23,9.905,0.23,5.689,1.482,0.916,2.2,05Nov2021-00:46:32
HIP50583,HIP50583,HIP50583,"['rbci.206.fits', 'rbci.217.fits', 'rbci.204.fits', 'rbci.215.fits']",,1,1,__main__.Iodine_Exception: At least one target spectrum file contains iodine.,,['Failed to find Gaia name in Simbad; cannot run isochrone analysis.'],0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05Nov2021-00:46:47
HIP5110,HIP5110,HIP5110,['rase.265.fits'],104.5667026949784,0,0,No failure,True,"['Failed to find Gaia name in Simbad; cannot run isochrone analysis.', 'Failed to find 2MASS name in Simbad; cannot run isochrone analysis.']",0,0,4618.269,125.8,4627.228,125.8,0.0,0.0,0.0,0.748,0.07,0.748,0.07,0.0,0.0,0.0,-0.016,0.09,-0.028,0.09,0.0,0.0,0.0,4.572,0.09,4.572,0.09,0.0,0.0,0.0,0.753,0.6,0.753,0.6,0.0,0.0,0.0,9.89,0.23,9.891,0.23,0.0,0.0,0.0,4.45,05Nov2021-01:01:01
HIP51384,HIP51384,HIP51384,"['rbel.290.fits', 'rbel.291.fits', 'rbel.292.fits']",275.89261915587286,0,0,No failure,False,[],1,0,6636.883,125.8,6645.842,125.8,6822.894,122.572,104.905,1.879,0.34,1.621,0.34,1.905,0.049,0.047,-0.145,0.09,-0.134,0.09,-0.096,0.066,0.104,4.049,0.09,4.049,0.09,4.035,0.024,0.023,1.4,0.6,1.4,0.6,1.449,0.043,0.044,9.37,0.23,9.368,0.23,1.703,0.209,0.205,5.43,05Nov2021-01:17:41
HIP51459,HIP51459,HIP51459,"['rbqm.144.fits', 'rbqm.145.fits', 'rbqm.146.fits']",318.0328666928545,0,0,No failure,False,[],0,0,5944.279,125.8,5953.238,125.8,5934.692,117.382,118.808,1.169,0.34,1.146,0.34,1.116,0.088,0.079,-0.07,0.09,-0.073,0.09,-0.077,0.083,0.095,4.315,0.09,4.315,0.09,4.338,0.063,0.062,1.047,0.6,1.047,0.6,1.015,0.058,0.056,9.64,0.23,9.637,0.23,5.105,2.447,2.221,1.47,05Nov2021-01:33:31
HIP51502,HIP51502,HIP51502,['raqs.217.fits'],176.4680748614675,0,0,No failure,False,[],0,0,6614.385,125.8,6623.343,125.8,6560.658,129.775,127.24,1.902,0.34,1.634,0.34,1.392,0.042,0.043,-0.127,0.09,-0.12,0.09,-0.141,0.1,0.1,4.04,0.09,4.04,0.09,4.246,0.028,0.029,1.409,0.6,1.409,0.6,1.258,0.037,0.037,9.37,0.23,9.37,0.23,1.821,0.581,0.532,12.92,05Nov2021-01:50:35
HIP51658,HIP51658,HIP51658,['rany.249.fits'],117.91709962008268,0,0,No failure,False,[],1,0,6647.793,125.8,6656.752,125.8,6668.255,118.63,115.854,1.862,0.34,1.612,0.34,2.045,0.056,0.047,-0.154,0.09,-0.142,0.09,-0.143,0.102,0.07,4.054,0.09,4.054,0.09,3.969,0.027,0.025,1.394,0.6,1.394,0.6,1.439,0.05,0.051,9.37,0.23,9.369,0.23,1.905,0.285,0.212,6.41,05Nov2021-02:06:58
HIP51819,HIP51819,HIP51819,['raqs.222.fits'],203.0125361738777,0,0,No failure,False,[],0,0,5252.699,125.8,5261.658,125.8,5367.95,89.599,92.475,0.894,0.07,0.894,0.07,0.842,0.013,0.013,0.074,0.09,0.046,0.09,0.036,0.083,0.082,4.504,0.09,4.504,0.09,4.541,0.017,0.023,0.874,0.6,0.874,0.6,0.9,0.028,0.034,9.62,0.23,9.623,0.23,2.822,2.968,1.874,1.91,05Nov2021-02:21:42
HIP518,HIP518,HIP518,"['rbno.604.fits', 'rbno.602.fits', 'rbno.603.fits']",361.3991014749137,0,0,No failure,True,['Failed to find Gaia name in Simbad; cannot run isochrone analysis.'],0,0,5598.61,125.8,5607.569,125.8,5712.626,116.362,120.011,1.025,0.34,1.03,0.34,1.321,0.037,0.034,0.08,0.09,0.05,0.09,0.091,0.105,0.066,4.414,0.09,4.414,0.09,4.204,0.036,0.037,0.964,0.6,0.964,0.6,1.025,0.064,0.055,9.74,0.23,9.742,0.23,8.465,2.401,2.41,1.94,05Nov2021-02:38:38
HIP51933,HIP51933,HIP51933,['raph.201.fits'],216.7852119610561,0,0,No failure,False,[],0,0,6024.213,125.8,6033.171,125.8,6090.402,100.331,106.082,1.294,0.34,1.242,0.34,1.515,0.036,0.039,-0.211,0.09,-0.189,0.09,-0.163,0.081,0.082,4.25,0.09,4.25,0.09,4.129,0.027,0.039,1.041,0.6,1.041,0.6,1.126,0.061,0.072,9.7,0.23,9.703,0.23,4.888,1.749,1.17,2.32,05Nov2021-02:53:56
HIP52316,HIP52316,HIP52316,"['rawm.202.fits', 'rawm.203.fits', 'rawm.204.fits']",264.7476540264333,0,0,No failure,False,[],0,0,5000.128,125.8,5009.086,125.8,4913.275,90.427,80.453,3.538,0.34,3.538,0.34,2.792,0.057,0.053,0.069,0.09,0.041,0.09,-0.028,0.105,0.062,3.408,0.09,3.408,0.09,3.566,0.057,0.058,1.184,0.6,1.184,0.6,1.05,0.131,0.119,9.8,0.23,9.801,0.23,8.047,4.412,2.846,2.91,05Nov2021-03:09:07
HIP52422,HIP52422,HIP52422,"['ravx.220.fits', 'ravx.221.fits', 'ravx.219.fits']",296.1812914785048,0,0,No failure,False,[],1,0,6672.321,125.8,6681.279,125.8,6863.001,98.763,120.68,1.758,0.34,1.552,0.34,1.861,0.038,0.036,-0.192,0.09,-0.174,0.09,-0.146,0.102,0.102,4.086,0.09,4.086,0.09,4.05,0.021,0.021,1.357,0.6,1.357,0.6,1.424,0.042,0.039,9.39,0.23,9.385,0.23,1.748,0.199,0.206,5.68,05Nov2021-03:25:22
HIP52469,HIP52469,HIP52469,"['ravx.218.fits', 'ravx.217.fits', 'ravx.216.fits']",191.8836559020693,0,0,No failure,False,[],1,0,6652.919,125.8,6661.878,125.8,6663.738,121.205,110.001,1.816,0.34,1.586,0.34,2.149,0.059,0.057,-0.167,0.09,-0.153,0.09,-0.143,0.104,0.064,4.068,0.09,4.068,0.09,3.936,0.025,0.025,1.378,0.6,1.378,0.6,1.465,0.05,0.049,9.38,0.23,9.378,0.23,1.848,0.255,0.205,12.75,05Nov2021-03:41:36
HIP52470,HIP52470,HIP52470,"['ravx.222.fits', 'ravx.223.fits', 'ravx.224.fits']",158.2146052933325,0,0,No failure,False,[],0,0,5254.819,125.8,5263.777,125.8,5386.934,85.19,80.312,0.788,0.07,0.788,0.07,0.758,0.013,0.012,-0.394,0.09,-0.34,0.09,-0.36,0.078,0.085,4.533,0.09,4.533,0.09,4.576,0.022,0.028,0.775,0.6,0.775,0.6,0.792,0.028,0.034,9.96,0.23,9.956,0.23,4.451,4.31,2.818,1.44,05Nov2021-03:57:09
HIP5247,HIP5247,HIP5247,"['rbpj.742.fits', 'rbpj.743.fits', 'rbpj.744.fits']",101.29992801102608,0,0,No failure,False,[],0,0,4075.821,71.5,4084.779,71.5,4180.853,53.828,36.198,0.632,0.07,0.632,0.07,0.595,0.02,0.019,-0.152,0.09,-0.141,0.09,-0.11,0.07,0.067,4.671,0.09,4.671,0.09,4.666,0.023,0.023,0.634,0.6,0.634,0.6,0.603,0.018,0.017,9.81,0.23,9.811,0.23,11.132,5.858,6.876,5.43,05Nov2021-04:11:58
HIP52600,HIP52600,HIP52600,"['ravx.229.fits', 'ravx.230.fits', 'ravx.228.fits']",98.79786715657124,0,0,No failure,False,[],0,0,3904.542,71.5,3913.5,71.5,4051.66,59.677,54.616,0.602,0.07,0.602,0.07,0.593,0.016,0.016,-0.081,0.09,-0.082,0.09,-0.002,0.073,0.091,4.684,0.09,4.684,0.09,4.656,0.015,0.014,0.624,0.6,0.624,0.6,0.587,0.013,0.013,9.8,0.23,9.802,0.23,12.771,4.946,7.031,3.36,05Nov2021-04:27:16
HIP5286,HIP5286,HIP5286,"['rbie.202.fits', 'rbie.203.fits', 'rbie.204.fits']",132.81391083809473,0,0,No failure,False,[],0,0,4473.023,71.5,4481.982,71.5,4609.688,53.436,50.948,0.737,0.07,0.737,0.07,0.73,0.024,0.022,0.136,0.09,0.096,0.09,0.131,0.086,0.086,4.593,0.09,4.593,0.09,4.579,0.029,0.03,0.732,0.6,0.732,0.6,0.746,0.025,0.025,9.73,0.23,9.735,0.23,9.924,6.207,6.265,5.45,05Nov2021-04:41:32
HIP5310,HIP5310,HIP5310,"['rbit.186.fits', 'rbit.187.fits', 'rbit.188.fits']",249.82199522234828,0,0,No failure,False,[],1,3,6659.44,125.8,6668.399,125.8,7006.543,90.169,105.575,1.788,0.34,1.569,0.34,1.97,0.051,0.046,-0.178,0.09,-0.162,0.09,-0.096,0.066,0.099,4.076,0.09,4.076,0.09,4.022,0.023,0.022,1.368,0.6,1.368,0.6,1.504,0.045,0.044,9.38,0.23,9.382,0.23,1.496,0.159,0.167,6.13,05Nov2021-04:57:49
HIP53229,HIP53229,HIP53229,['ranx.259.fits'],204.88803154101024,0,0,No failure,False,[],0,0,4829.16,125.8,4838.119,125.8,4802.899,89.998,87.648,5.355,0.34,5.355,0.34,5.559,2.707,0.945,0.167,0.09,0.122,0.09,0.095,0.104,0.066,3.088,0.09,3.088,0.09,3.053,0.099,0.162,1.307,0.6,1.307,0.6,1.401,0.639,0.323,9.68,0.23,9.677,0.23,2.803,4.345,1.804,2.7,05Nov2021-05:13:34
HIP5336,HIP5336,HIP5336,"['rcbk.713.fits', 'rcbk.714.fits', 'rcbk.715.fits']",213.2605908034669,0,0,No failure,False,['Gaia returned Nan parallax'],0,3,5548.35,125.8,5557.309,125.8,5551.2,117.879,113.796,1.009,0.34,1.016,0.34,0.859,0.086,0.068,-0.5,0.09,-0.426,0.09,-0.43,0.09,0.089,4.412,0.09,4.412,0.09,4.449,0.075,0.08,0.822,0.6,0.822,0.6,0.783,0.039,0.035,9.78,0.23,9.78,0.23,12.353,4.465,5.471,2.98,05Nov2021-05:31:14
HIP5346,HIP5346,HIP5346,"['rbie.210.fits', 'rbie.211.fits', 'rbie.209.fits']",292.52828221974966,0,0,No failure,False,[],1,0,6649.298,125.8,6658.257,125.8,6746.51,126.915,113.333,1.815,0.34,1.585,0.34,1.644,0.032,0.033,-0.166,0.09,-0.152,0.09,-0.132,0.083,0.094,4.067,0.09,4.067,0.09,4.134,0.02,0.02,1.378,0.6,1.378,0.6,1.348,0.036,0.032,9.38,0.23,9.379,0.23,1.874,0.269,0.272,11.19,05Nov2021-05:46:19
HIP53486,HIP53486,HIP53486,"['rawn.200.fits', 'rawn.198.fits', 'rawn.199.fits']",128.00283047407584,0,0,No failure,False,[],0,0,5022.806,125.8,5031.764,125.8,5166.288,103.49,98.052,0.799,0.07,0.799,0.07,0.82,0.036,0.032,0.094,0.09,0.062,0.09,0.063,0.088,0.092,4.503,0.09,4.503,0.09,4.54,0.032,0.044,0.822,0.6,0.822,0.6,0.854,0.035,0.036,9.88,0.23,9.884,0.23,4.965,5.176,3.38,3.27,05Nov2021-06:00:25
HIP5364,HIP5364,HIP5364,"['rbhv.231.fits', 'rbhv.232.fits', 'rbhv.230.fits']",251.1820551008521,0,0,No failure,False,[],0,0,4874.895,125.8,4883.854,125.8,4901.086,46.916,50.719,4.988,0.34,4.988,0.34,9.162,0.547,0.456,0.205,0.09,0.153,0.09,0.152,0.074,0.097,3.172,0.09,3.172,0.09,2.862,0.027,0.03,1.308,0.6,1.308,0.6,2.265,0.15,0.135,9.68,0.23,9.676,0.23,0.8,0.158,0.146,11.83,05Nov2021-06:15:54
HIP5369,HIP5369,HIP5369,['rasz.218.fits'],63.2882258886502,0,0,No failure,False,[],0,0,4025.277,71.5,4034.236,71.5,4141.346,44.079,31.577,0.596,0.07,0.596,0.07,0.553,0.024,0.02,-0.353,0.09,-0.306,0.09,-0.243,0.08,0.078,4.705,0.09,4.705,0.09,4.699,0.023,0.027,0.585,0.6,0.585,0.6,0.564,0.017,0.018,9.66,0.23,9.661,0.23,12.845,4.906,7.081,5.18,05Nov2021-06:31:02
HIP53767,HIP53767,HIP53767,"['rbyj.792.fits', 'rbyj.791.fits', 'rbyj.793.fits']",89.69586742326817,0,0,No failure,False,[],0,3,3467.649,71.5,3476.608,71.5,3496.372,65.634,67.634,0.401,0.07,0.401,0.07,0.32,0.037,0.038,-0.019,0.09,-0.031,0.09,0.027,0.065,0.097,4.837,0.09,4.837,0.09,4.89,0.042,0.038,0.395,0.6,0.395,0.6,0.294,0.042,0.042,9.69,0.23,9.687,0.23,9.977,6.591,6.64,6.97,05Nov2021-06:50:12
HIP53824,HIP53824,HIP53824,"['rbyj.787.fits', 'rbyj.785.fits', 'rbyj.786.fits']",256.026126482057,0,0,No failure,False,[],1,0,6658.758,125.8,6667.717,125.8,6710.295,110.925,112.893,1.792,0.34,1.572,0.34,2.405,0.054,0.053,-0.176,0.09,-0.16,0.09,-0.137,0.105,0.055,4.075,0.09,4.075,0.09,3.865,0.022,0.02,1.369,0.6,1.369,0.6,1.559,0.048,0.042,9.38,0.23,9.381,0.23,1.608,0.182,0.15,10.78,05Nov2021-07:05:43
HIP53910,HIP53910,HIP53910,"['rbyi.507.fits', 'rbyi.508.fits', 'rbyi.506.fits']",216.7137672913139,0,0,No failure,False,[],0,3,6708.976,125.8,6717.934,125.8,6821.702,118.153,106.14,1.716,0.34,1.526,0.34,2.771,0.091,0.073,-0.222,0.09,-0.198,0.09,-0.133,0.103,0.052,4.101,0.09,4.101,0.09,3.779,0.02,0.023,1.341,0.6,1.341,0.6,1.697,0.047,0.04,9.39,0.23,9.385,0.23,1.305,0.111,0.102,3.09,05Nov2021-07:20:55
HIP53954,HIP53954,HIP53954,"['rbxs.482.fits', 'rbxs.483.fits', 'rbxs.484.fits']",71.70896881489855,0,0,No failure,False,[],3,3,3467.153,71.5,3476.112,71.5,0.0,0.0,0.0,0.399,0.07,0.399,0.07,0.0,0.0,0.0,-0.018,0.09,-0.03,0.09,0.0,0.0,0.0,4.837,0.09,4.837,0.09,0.0,0.0,0.0,0.392,0.6,0.392,0.6,0.0,0.0,0.0,9.69,0.23,9.692,0.23,0.0,0.0,0.0,9.23,05Nov2021-07:35:30
HIP54061,HIP54061,HIP54061,"['rbyb.697.fits', 'rbyb.699.fits', 'rbyb.698.fits']",244.5205666096764,0,0,No failure,True,['Failed to find Gaia name in Simbad; cannot run isochrone analysis.'],3,3,6662.976,125.8,6671.935,125.8,0.0,0.0,0.0,1.737,0.34,1.539,0.34,0.0,0.0,0.0,-0.193,0.09,-0.175,0.09,0.0,0.0,0.0,4.091,0.09,4.091,0.09,0.0,0.0,0.0,1.349,0.6,1.349,0.6,0.0,0.0,0.0,9.39,0.23,9.392,0.23,0.0,0.0,0.0,15.77,05Nov2021-07:51:05
HIP54155,HIP54155,HIP54155,"['rbym.485.fits', 'rbym.486.fits', 'rbym.487.fits']",310.9936051769192,0,0,No failure,False,[],0,0,5348.482,125.8,5357.44,125.8,5366.38,110.07,112.889,0.897,0.07,0.897,0.07,0.872,0.017,0.016,0.054,0.09,0.029,0.09,0.025,0.085,0.087,4.471,0.09,4.471,0.09,4.502,0.028,0.031,0.881,0.6,0.881,0.6,0.884,0.043,0.043,9.88,0.23,9.883,0.23,5.982,4.185,3.437,2.33,05Nov2021-08:06:35
HIP54182,HIP54182,HIP54182,"['rbyl.292.fits', 'rbyl.294.fits', 'rbyl.293.fits']",212.04274678668864,0,0,No failure,False,['Gaia returned Nan parallax'],1,3,6371.869,125.8,6380.827,125.8,6342.191,127.268,133.699,1.612,0.34,1.462,0.34,1.456,0.204,0.176,-0.053,0.09,-0.059,0.09,-0.065,0.088,0.099,4.16,0.09,4.16,0.09,4.186,0.091,0.094,1.304,0.6,1.304,0.6,1.243,0.069,0.077,9.4,0.23,9.397,0.23,2.53,0.724,0.617,2.97,05Nov2021-08:23:20
HIP54677,HIP54677,HIP54677,"['rawx.216.fits', 'rawx.217.fits', 'rawx.215.fits']",107.17601637646422,0,0,No failure,False,[],0,0,4301.251,71.5,4310.21,71.5,4427.693,64.38,61.48,0.657,0.07,0.657,0.07,0.66,0.02,0.02,-0.25,0.09,-0.221,0.09,-0.087,0.072,0.078,4.669,0.09,4.669,0.09,4.611,0.023,0.019,0.647,0.6,0.647,0.6,0.656,0.02,0.018,9.63,0.23,9.626,0.23,14.942,3.472,6.165,5.07,05Nov2021-08:37:58
HIP54872,HIP54872,HIP54872,"['rbyb.695.fits', 'rbyb.694.fits', 'rbyb.696.fits']",258.82411755500107,0,0,No failure,True,['Failed to find Gaia name in Simbad; cannot run isochrone analysis.'],0,0,5870.837,125.8,5879.796,125.8,0.0,0.0,0.0,1.184,0.34,1.158,0.34,0.0,0.0,0.0,0.105,0.09,0.071,0.09,0.0,0.0,0.0,4.358,0.09,4.358,0.09,0.0,0.0,0.0,1.085,0.6,1.085,0.6,0.0,0.0,0.0,9.47,0.23,9.474,0.23,0.0,0.0,0.0,1.72,05Nov2021-08:54:01
HIP5542,HIP5542,HIP5542,"['ratl.201.fits', 'ratl.203.fits', 'ratl.202.fits']",282.29721531293484,0,0,No failure,False,[],1,3,6630.202,125.8,6639.16,125.8,6637.962,119.923,118.644,1.915,0.34,1.64,0.34,2.065,0.227,0.205,-0.132,0.09,-0.124,0.09,-0.11,0.077,0.09,4.038,0.09,4.038,0.09,3.953,0.074,0.07,1.413,0.6,1.413,0.6,1.444,0.091,0.082,9.36,0.23,9.362,0.23,1.887,0.343,0.278,9.11,05Nov2021-09:09:45
HIP55705,HIP55705,HIP55705,['raob.231.fits'],132.53007839614185,0,0,No failure,False,[],1,0,6643.778,125.8,6652.737,125.8,6642.735,123.901,122.13,1.881,0.34,1.622,0.34,1.905,0.226,0.209,-0.147,0.09,-0.137,0.09,-0.139,0.098,0.08,4.049,0.09,4.049,0.09,4.008,0.082,0.079,1.401,0.6,1.401,0.6,1.392,0.087,0.07,9.37,0.23,9.366,0.23,1.989,0.339,0.286,5.43,05Nov2021-09:25:58
HIP56035,HIP56035,HIP56035,"['rbyz.488.fits', 'rbyz.486.fits', 'rbyz.487.fits']",360.61448479037136,0,0,No failure,False,[],0,0,6567.526,125.8,6576.484,125.8,6618.427,114.017,112.333,1.493,0.34,1.383,0.34,1.558,0.028,0.029,-0.368,0.09,-0.318,0.09,-0.318,0.093,0.089,4.172,0.09,4.172,0.09,4.151,0.019,0.021,1.187,0.6,1.187,0.6,1.261,0.027,0.029,9.52,0.23,9.515,0.23,2.379,0.361,0.29,0.45,05Nov2021-09:41:52
HIP56157,HIP56157,HIP56157,"['ravu.260.fits', 'ravu.262.fits', 'ravu.261.fits']",19.331458505072757,0,0,No failure,False,[],0,3,3401.28,71.5,3410.239,71.5,3489.845,50.526,45.25,0.364,0.07,0.364,0.07,0.371,0.008,0.008,0.023,0.09,0.004,0.09,0.131,0.055,0.057,4.873,0.09,4.873,0.09,4.843,0.007,0.008,0.354,0.6,0.354,0.6,0.351,0.009,0.009,9.68,0.23,9.675,0.23,10.385,6.258,6.569,372.92,05Nov2021-09:57:24
HIP56199,HIP56199,HIP56199,"['ravu.257.fits', 'ravu.259.fits', 'ravu.258.fits']",77.85439893854445,0,0,No failure,False,[],0,0,4111.753,71.5,4120.712,71.5,4197.494,59.349,46.617,0.64,0.07,0.64,0.07,0.593,0.019,0.019,-0.093,0.09,-0.092,0.09,-0.118,0.073,0.071,4.666,0.09,4.666,0.09,4.671,0.022,0.024,0.636,0.6,0.636,0.6,0.606,0.019,0.018,9.76,0.23,9.764,0.23,8.723,6.941,5.999,4.65,05Nov2021-10:10:32
HIP56238,HIP56238,HIP56238,"['ravx.225.fits', 'ravx.226.fits', 'ravx.227.fits']",56.78380125924311,0,0,No failure,False,[],0,0,3694.8,71.5,3703.758,71.5,3850.377,49.338,47.221,0.551,0.07,0.551,0.07,0.536,0.013,0.013,-0.056,0.09,-0.061,0.09,0.075,0.068,0.068,4.721,0.09,4.721,0.09,4.702,0.011,0.011,0.552,0.6,0.552,0.6,0.53,0.012,0.012,9.94,0.23,9.937,0.23,13.107,4.731,6.911,4.91,05Nov2021-10:23:15
HIP86032,HIP86032,HIP86032,"['rbex.260.fits', 'rbex.262.fits', 'rbex.261.fits']",319.9894849956987,0,0,No failure,True,"['Failed to find Gaia name in Simbad; cannot run isochrone analysis.', 'Failed to query Gaia properties; cannot run isochrone analysis.']",3,3,6689.863,125.8,6698.821,125.8,,0.0,0.0,1.725,0.34,1.532,0.34,,0.0,0.0,-0.208,0.09,-0.187,0.09,,0.0,0.0,4.096,0.09,4.096,0.09,,0.0,0.0,1.345,0.6,1.345,0.6,,0.0,0.0,9.39,0.23,9.387,0.23,,0.0,0.0,5.56,04Nov2021-22:02:09
HIP86036,HIP86036,HIP86036,"['rbex.251.fits', 'rbex.253.fits', 'rbex.252.fits']",223.7387567007558,0,0,No failure,False,[],0,0,5879.106,125.8,5888.065,125.8,5882.89,115.583,118.115,1.034,0.34,1.037,0.34,1.05,0.087,0.072,0.02,0.09,0.001,0.09,-0.0,0.086,0.088,4.451,0.09,4.451,0.09,4.397,0.057,0.067,1.04,0.6,1.04,0.6,1.027,0.055,0.054,9.42,0.23,9.416,0.23,3.556,2.601,2.084,1.33,04Nov2021-22:17:34
